"","Brazil","France","United Kingdom","Greece","Ireland","South Africa","Spain","Marroco","USA","India","Japan","Australia","Mexico","China","Saudi Arabia"
"838",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"839",0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"840",1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
"841",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"842",0,1,1,1,1,0,1,0,1,1,1,1,1,0,0
"843",1,0,0,1,1,0,0,0,1,1,0,0,1,0,1
"844",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"845",0,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"846",1,1,1,1,0,1,1,1,1,1,0,0,1,0,1
"847",1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
"848",1,0,1,1,1,1,1,0,0,1,1,0,0,1,1
"849",1,0,1,1,1,1,1,1,0,1,1,1,0,0,1
"850",1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
"851",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"852",1,1,1,0,1,1,0,0,1,1,1,1,1,1,0
"853",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"854",0,1,1,0,1,1,1,0,0,0,1,1,0,1,1
"855",1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"856",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"857",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"858",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"859",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"860",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"861",1,1,1,0,1,1,0,0,1,1,0,1,1,1,1
"862",1,1,1,0,0,1,1,1,0,1,0,1,0,1,0
"863",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"864",1,0,0,1,0,1,0,1,0,1,1,1,0,1,1
"865",1,1,1,0,1,1,0,0,1,1,1,1,1,1,0
"866",0,1,1,0,0,1,1,0,1,0,0,0,1,1,1
"867",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"868",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"869",0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
"870",0,0,1,0,0,0,0,1,1,0,0,1,1,0,1
"871",0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
"872",0,1,0,1,0,1,1,0,1,1,1,1,0,0,1
"873",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"874",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"875",1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
"876",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"877",1,1,1,0,1,0,0,1,0,0,0,0,1,1,1
"878",0,0,0,1,1,1,0,1,0,1,1,1,0,0,1
"879",0,1,1,0,1,1,0,0,1,0,1,0,1,1,1
"880",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1
"881",1,1,0,0,1,1,0,1,0,1,1,1,1,1,0
"882",0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"883",0,0,1,1,0,1,0,0,1,1,0,0,1,1,1
"884",0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"885",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"886",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"887",1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
"888",1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
"889",1,0,1,1,0,1,0,1,1,0,1,1,1,0,1
"890",1,1,1,1,0,1,1,0,1,1,1,1,0,1,0
"891",1,0,0,1,1,0,0,0,1,1,1,1,1,0,1
"892",1,1,1,0,1,1,0,0,1,1,0,0,0,1,1
"893",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"894",0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
"895",0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
"896",1,1,1,1,1,0,1,1,1,0,1,0,1,0,1
"897",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"899",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"900",1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
"901",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"902",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"903",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
"904",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"905",0,1,1,0,1,0,1,1,0,0,1,1,1,1,0
"906",1,1,1,0,1,1,1,0,1,1,0,0,0,0,1
"907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"908",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"909",1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
"910",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"911",1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"912",1,0,1,1,1,0,0,1,1,1,0,1,1,1,0
"913",0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
"914",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"915",0,1,1,1,1,1,1,0,0,1,1,1,0,0,0
"916",1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
"917",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"918",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
"919",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"920",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"921",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"922",0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
"923",1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
"924",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"925",0,0,1,0,0,1,0,0,1,0,1,0,0,1,1
"926",1,0,0,0,0,1,0,1,1,1,0,0,0,0,1
"927",1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
"928",1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
"929",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"930",1,1,0,0,1,1,1,1,0,1,0,1,1,0,1
"931",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"932",1,0,0,0,0,1,0,1,0,1,1,1,0,1,1
"933",1,1,1,1,1,0,0,0,1,0,0,1,1,0,0
"934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"935",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"937",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"938",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"939",0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
"940",1,1,1,1,1,0,1,0,1,1,1,0,1,0,0
"941",1,1,1,0,1,0,1,1,0,0,1,1,0,0,1
"942",0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
"943",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"944",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"945",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"946",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
"947",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"948",1,1,1,0,1,1,0,0,1,1,1,1,1,0,1
"949",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"950",1,0,0,0,0,1,1,0,1,1,0,0,1,1,1
"951",0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
"952",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"954",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"955",0,1,0,1,1,0,1,0,1,0,1,1,1,0,1
"956",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"957",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"958",0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
"959",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"960",1,1,1,1,0,0,1,1,1,0,0,0,1,0,1
"961",1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
"962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"963",0,1,1,0,0,0,1,1,1,0,1,1,1,1,1
"964",1,0,0,1,0,0,0,1,1,0,1,1,0,1,1
"965",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"966",0,1,0,1,1,0,1,0,0,1,1,1,0,0,1
"967",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"968",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"969",0,1,1,0,1,1,1,1,1,0,1,1,1,0,1
"970",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"971",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
"972",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"973",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"974",0,0,1,0,0,0,1,1,0,0,1,1,0,1,1
"975",1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
"976",1,1,1,0,0,1,0,0,1,1,1,1,1,0,1
"977",1,1,1,0,0,1,0,0,1,1,0,1,1,0,1
"978",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"979",1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
"980",1,1,1,0,1,1,1,0,1,0,1,1,1,0,1
"981",0,0,0,1,0,1,0,0,0,1,1,1,0,1,1
"982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"983",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"984",1,0,0,0,0,1,0,0,1,1,0,0,0,1,1
"985",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
"986",1,1,1,0,1,1,1,1,1,0,1,0,1,1,0
"987",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"988",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"989",0,1,0,0,0,0,1,1,0,1,1,0,0,1,0
"990",1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
"991",0,1,1,1,1,1,0,1,1,0,1,1,0,0,1
"992",1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
"993",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"994",0,1,0,1,1,0,1,1,0,1,0,0,0,0,1
"995",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"996",0,1,1,0,0,0,1,0,1,0,1,1,1,0,0
"997",1,1,1,1,1,1,0,1,1,0,1,1,0,0,1
"998",1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"999",1,1,1,0,0,1,0,1,1,1,1,0,1,1,1
"1000",1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
"1001",1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"1002",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"1003",0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
"1004",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1005",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1006",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"1007",0,1,1,1,1,0,0,1,1,0,1,1,0,0,1
"1008",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1009",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1010",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1011",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"1012",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1013",1,1,0,0,1,1,1,1,1,1,1,0,1,0,0
"1014",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1015",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
"1016",0,1,1,1,1,1,1,0,0,1,0,0,0,0,1
"1017",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"1018",1,1,1,0,0,1,0,0,1,1,0,1,1,1,1
"1019",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1020",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"1021",0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"1022",1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
"1023",0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
"1024",1,1,0,0,0,0,1,1,1,0,1,1,1,1,0
"1025",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"1026",1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
"1027",1,0,1,0,0,1,0,1,1,0,0,0,1,0,0
"1028",1,0,0,0,0,1,0,1,1,1,1,1,0,1,1
"1029",0,1,1,0,0,1,1,0,1,1,1,0,1,0,1
"1030",1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
"1031",0,1,1,0,0,1,1,0,1,1,0,1,1,1,0
"1032",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"1033",0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"1034",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"1035",1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"1036",0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
"1037",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1038",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"1039",1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
"1040",1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"1041",1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
"1042",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1043",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1044",0,1,1,0,1,0,0,1,1,1,1,1,0,1,1
"1045",1,1,0,1,1,0,0,1,1,1,0,0,1,1,0
"1046",0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"1047",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1048",1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
"1049",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"1050",1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
"1051",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"1052",1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
"1053",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"1054",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"1055",1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"1056",0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
"1057",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
"1058",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"1059",1,1,1,0,0,1,1,0,1,0,0,0,1,1,0
"1060",1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
"1061",0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"1062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1064",1,0,0,0,0,0,1,1,0,1,0,0,1,0,0
"1065",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1066",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1067",0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"1068",1,0,0,1,0,0,0,1,0,0,1,1,1,1,1
"1069",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1070",1,0,0,1,1,1,0,1,1,1,0,0,1,1,1
"1071",1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"1072",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"1073",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1074",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1075",0,1,1,0,1,1,1,1,0,1,1,1,0,1,1
"1076",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1077",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1078",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"1079",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1080",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"1081",0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
"1082",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"1083",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"1084",1,0,0,1,0,0,1,1,1,0,0,0,0,1,1
"1085",0,1,1,0,1,0,1,1,1,0,0,1,1,0,1
"1086",0,0,0,1,0,1,1,1,0,1,1,1,0,0,1
"1087",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
"1088",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1089",1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
"1090",1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"1091",0,0,1,0,1,1,0,1,1,0,0,1,1,1,1
"1092",0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"1093",0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
"1094",1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
"1095",1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
"1096",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"1097",0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"1098",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
"1099",0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
"1100",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1101",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1102",1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
"1103",1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
"1104",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"1105",0,0,0,0,1,1,0,1,0,1,1,1,1,1,1
"1106",1,1,1,0,1,1,1,0,0,0,1,0,1,0,1
"1107",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1108",0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"1109",0,1,1,0,1,0,1,1,1,0,1,0,0,1,1
"1110",1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
"1111",0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"1112",1,0,1,1,0,1,1,0,0,1,1,1,0,1,1
"1113",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"1114",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"1115",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"1116",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"1117",0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
"1118",0,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"1119",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"1120",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"1121",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1122",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1123",1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
"1124",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"1125",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"1126",1,1,1,0,0,1,1,0,1,1,0,0,1,1,1
"1127",1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"1128",1,0,0,0,0,1,0,1,0,0,1,1,1,1,0
"1129",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"1130",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1131",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1132",0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
"1133",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"1134",0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
"1135",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"1136",1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
"1137",1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
"1138",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1139",1,1,1,0,1,0,1,0,1,0,0,1,1,1,1
"1140",1,1,1,1,1,0,1,1,1,1,0,0,0,1,0
"1141",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1142",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1143",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1144",1,0,0,1,0,0,0,1,0,1,1,1,1,1,0
"1145",0,1,1,1,1,1,1,0,1,1,0,0,1,0,0
"1146",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1147",1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
"1148",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1149",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"1150",1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
"1151",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
"1152",1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
"1153",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"1154",1,0,0,1,1,1,0,0,1,0,1,1,1,1,0
"1155",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1156",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"1157",0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
"1158",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1159",0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
"1160",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1161",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1162",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1163",1,1,1,0,0,1,1,0,1,0,0,0,1,0,1
"1164",0,0,0,0,1,1,0,1,1,0,0,1,1,0,0
"1165",0,0,0,1,1,1,0,1,0,1,0,0,0,0,1
"1166",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1167",1,1,1,1,0,1,1,0,1,1,0,0,1,1,1
"1168",0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
"1169",1,1,1,0,0,1,1,0,1,1,1,1,1,1,0
"1170",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1171",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
"1172",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"1173",0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
"1174",0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
"1175",0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
"1176",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"1177",1,0,1,0,1,0,1,1,1,1,1,0,1,1,0
"1178",0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
"1179",0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
"1180",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1181",0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"1182",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"1183",0,1,0,1,1,1,1,1,0,0,1,1,1,0,0
"1184",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"1185",1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
"1186",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
"1187",0,0,0,1,1,1,0,1,0,1,0,0,0,1,1
"1188",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"1189",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1190",1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
"1191",0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
"1192",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1193",1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
"1194",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"1195",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"1196",0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
"1197",0,1,0,1,0,0,1,0,0,0,1,1,0,1,1
"1198",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1199",1,0,0,0,1,0,1,0,1,1,1,0,1,1,1
"1200",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1201",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1202",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
"1203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1204",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1205",0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
"1206",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1207",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"1208",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"1209",1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
"1210",1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"1211",1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"1212",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1213",0,0,0,0,0,0,0,1,0,1,1,1,0,1,0
"1214",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1215",0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
"1216",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1217",0,1,1,1,0,1,1,0,1,0,1,1,1,0,1
"1218",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
"1219",0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"1220",1,1,1,0,0,0,1,1,1,1,0,0,1,1,0
"1221",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"1222",1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
"1223",1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
"1224",0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
"1225",1,0,0,0,1,1,0,1,1,1,0,0,1,1,0
"1226",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
"1227",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1228",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1229",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1230",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"1231",0,0,0,0,1,0,1,1,0,0,1,1,0,1,1
"1232",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1233",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"1234",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1236",0,1,0,1,1,1,0,0,0,1,1,1,0,0,1
"1237",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"1238",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"1239",1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
"1240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1241",0,1,1,0,0,1,1,1,0,1,0,1,0,0,0
"1242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1243",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1244",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1246",1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"1247",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1248",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"1249",0,1,1,1,1,0,1,1,0,1,0,1,1,0,0
"1250",1,1,1,0,1,1,1,1,1,0,0,1,1,0,0
"1251",1,1,1,0,0,1,1,0,0,0,0,1,0,1,1
