"","Brazil","France","United Kingdom","Greece","Ireland","South Africa","Spain","Marroco","USA","India","Japan","Australia","Mexico","China","Saudi Arabia"
"1661",0,1,1,0,1,0,1,1,0,1,0,0,0,1,1
"1662",1,0,0,1,0,0,0,1,1,1,0,1,1,0,0
"1663",0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
"1664",1,1,1,1,0,0,1,1,1,0,0,1,1,1,1
"1665",0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
"1666",0,1,1,1,1,0,1,1,1,0,1,1,0,0,1
"1667",0,0,1,1,1,1,0,0,0,1,0,1,0,1,1
"1668",1,1,0,0,0,1,0,0,0,1,1,1,1,1,0
"1669",1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"1670",0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
"1671",0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
"1672",0,1,1,0,1,0,1,1,0,0,1,1,0,0,1
"1673",1,1,0,0,1,1,1,0,1,0,0,0,1,0,0
"1674",1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"1675",0,1,1,1,0,0,1,1,0,0,0,1,0,0,1
"1676",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"1677",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"1678",0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
"1679",1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"1680",1,0,1,1,0,1,0,1,0,1,1,1,1,1,1
"1681",1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
"1682",0,1,1,0,1,1,1,1,1,0,1,1,1,0,1
"1683",0,1,0,1,0,1,1,1,0,1,1,1,1,0,1
"1684",1,0,0,1,0,1,0,0,1,0,1,0,1,1,1
"1685",1,0,0,1,0,1,1,0,1,0,0,0,1,1,1
"1686",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"1687",1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
"1688",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"1689",1,0,0,1,1,1,1,1,0,1,0,1,1,0,1
"1690",1,1,1,0,0,0,1,1,1,0,1,1,0,1,0
"1691",0,1,1,0,1,0,1,1,1,1,0,1,1,0,1
"1692",1,1,1,0,0,1,1,1,0,1,0,1,1,0,1
"1693",1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
"1694",0,1,1,0,1,0,1,1,1,0,1,0,1,0,0
"1695",1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
"1696",0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
"1697",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1698",0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
"1699",1,0,1,0,1,1,0,1,1,0,1,1,0,0,1
"1700",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"1701",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"1702",1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
"1703",0,0,0,1,0,1,0,1,0,0,1,1,1,0,0
"1704",1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
"1705",1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
"1706",1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
"1707",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"1708",0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
"1709",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
"1710",0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"1711",1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
"1712",1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"1713",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1714",0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
"1715",1,0,0,0,1,1,1,0,1,0,0,0,1,1,1
"1716",1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
"1717",1,0,1,0,1,1,0,1,1,0,0,1,1,1,0
"1718",0,1,0,1,1,1,1,1,1,1,1,0,0,0,1
"1719",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1720",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1721",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1722",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
"1723",1,1,1,1,1,1,1,0,1,0,0,1,1,0,0
"1724",0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
"1725",0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"1726",1,0,0,1,0,1,1,0,1,0,0,1,1,1,1
"1727",0,1,1,1,0,1,1,0,1,1,1,1,0,0,1
"1728",1,0,0,0,0,1,0,0,1,1,1,1,0,0,1
"1729",0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"1730",1,1,1,1,0,1,1,0,1,0,0,1,1,1,1
"1731",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1732",0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
"1733",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"1734",1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
"1735",1,0,0,1,1,1,0,0,1,1,1,1,1,1,1
"1736",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"1737",0,0,0,1,0,1,0,1,1,0,0,1,1,0,0
"1738",0,1,1,0,1,0,1,1,0,1,1,0,1,0,1
"1739",1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
"1740",0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"1741",1,0,1,1,1,1,1,1,0,1,0,1,1,1,0
"1742",0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
"1743",1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
"1744",1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"1745",0,1,1,0,0,1,1,1,1,0,1,1,1,0,1
"1746",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"1747",1,1,0,0,0,0,1,1,1,0,1,0,0,0,1
"1748",1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
"1749",1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
"1750",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"1751",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"1752",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1753",0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
"1754",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"1755",0,1,1,1,1,1,1,0,0,0,0,1,1,0,0
"1756",1,0,0,0,1,1,0,1,1,1,1,1,1,0,0
"1757",1,1,1,0,1,0,1,0,1,1,0,1,0,1,1
"1758",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
"1759",1,1,1,1,0,1,1,1,1,0,0,1,0,0,1
"1760",0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
"1761",0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
"1762",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"1763",1,0,0,1,1,0,1,1,1,1,0,0,0,1,1
"1764",1,0,0,1,0,0,0,1,0,1,1,1,1,1,1
"1765",0,0,1,1,0,1,0,1,0,0,0,0,1,1,1
"1766",1,1,0,1,0,1,1,0,0,0,1,1,0,1,0
"1767",1,0,0,1,1,1,0,0,1,1,1,0,0,0,1
"1768",0,1,1,0,1,0,1,1,0,0,0,1,1,1,1
"1769",0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
"1770",0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
"1771",1,0,0,0,0,1,1,0,0,1,1,1,0,1,1
"1772",1,0,0,1,1,1,0,0,1,0,0,1,1,0,1
"1773",1,0,0,0,1,0,0,1,1,1,0,0,1,1,1
"1774",0,1,1,1,1,0,1,0,1,1,1,0,0,0,1
"1775",0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
"1776",1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
"1777",0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"1778",0,1,1,0,0,1,1,1,0,0,0,1,1,0,1
"1779",0,1,1,0,1,0,1,1,0,1,0,1,1,0,0
"1780",1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
"1781",1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
"1782",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1783",0,1,1,0,1,1,0,0,1,1,1,0,0,0,1
"1784",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"1785",0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
"1786",1,1,0,1,1,1,1,1,0,1,0,1,1,0,1
"1787",0,0,0,1,0,1,0,0,1,0,1,1,0,1,1
"1788",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1789",1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
"1790",1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
"1791",1,1,0,0,1,0,1,1,1,1,1,1,1,1,0
"1792",0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"1793",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"1794",1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"1795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1796",1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
"1797",0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
"1798",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"1799",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"1800",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"1801",1,0,1,1,1,0,1,0,0,0,1,1,0,0,0
"1802",1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
"1803",0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
"1804",0,1,1,0,0,0,1,1,1,0,0,1,1,0,1
"1805",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1806",1,1,1,1,0,1,1,1,0,1,1,0,0,0,1
"1807",0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
"1808",0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
"1809",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1810",1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"1811",1,1,0,0,0,1,1,0,0,1,1,0,1,1,1
"1812",1,0,1,1,1,0,0,0,1,0,0,1,1,1,1
"1813",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"1814",0,0,0,0,1,0,0,1,1,0,1,0,1,0,1
"1815",0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
"1816",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1817",1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
"1818",1,1,1,1,1,0,1,0,1,0,1,1,1,0,0
"1819",1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
"1820",1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
"1821",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1822",0,1,1,0,0,0,1,1,0,0,0,0,1,1,1
"1823",0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
"1824",1,1,0,1,0,0,1,1,0,1,1,1,0,0,1
"1825",0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"1826",1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
"1827",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1828",0,1,1,1,1,1,0,1,1,0,1,1,0,1,1
"1829",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"1830",0,1,1,0,1,0,1,1,0,0,1,1,0,0,1
"1831",0,1,0,1,1,1,1,0,0,0,0,1,1,1,0
"1832",0,1,1,1,0,0,1,0,1,1,1,1,0,1,1
"1833",1,1,0,1,0,0,1,1,0,1,1,1,1,0,1
"1834",1,1,0,1,0,1,1,1,1,0,0,0,0,0,1
"1835",0,1,0,0,0,1,1,1,0,0,0,0,1,1,1
"1836",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"1837",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"1838",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1
"1839",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
"1840",0,0,0,1,0,1,1,1,1,0,0,1,1,1,1
"1841",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"1842",1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"1843",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1844",1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"1845",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1846",1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
"1847",1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
"1848",0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
"1849",1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
"1850",0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
"1851",1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
"1852",0,0,0,0,1,0,0,1,1,1,1,1,0,1,1
"1853",1,1,1,1,0,0,1,1,0,1,0,1,0,1,1
"1854",0,0,0,1,1,0,0,1,0,1,1,1,1,1,0
"1855",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1856",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"1857",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1858",0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1859",1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"1860",0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
"1861",1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"1862",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"1863",1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
"1864",1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"1865",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1866",1,1,1,1,0,0,1,1,0,1,1,0,1,0,0
"1867",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1868",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1869",1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
"1870",1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
"1871",1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
"1872",0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
"1873",1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
"1874",0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
"1875",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"1876",0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
"1877",1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"1878",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"1879",0,0,1,1,0,0,0,0,0,1,1,1,0,1,1
"1880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1881",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
"1882",1,1,1,0,1,0,1,1,1,0,1,1,1,0,0
"1883",1,1,0,1,0,0,0,1,1,0,0,0,1,1,1
"1884",1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
"1885",0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
"1886",1,0,1,0,1,1,1,0,1,1,1,1,1,0,1
"1887",1,0,0,1,0,0,0,1,1,1,0,1,1,0,1
"1888",1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"1889",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
"1890",0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
"1891",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1892",1,0,0,1,1,0,0,1,1,1,1,0,0,0,1
"1893",1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"1894",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"1895",1,0,0,1,1,1,0,1,0,1,1,1,1,0,0
"1896",1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
"1897",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1898",1,1,1,0,1,0,0,0,0,1,0,1,1,1,1
"1899",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1900",1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
"1901",0,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"1902",0,1,1,1,1,1,1,0,1,1,0,1,1,0,0
"1903",0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
"1904",0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
"1905",0,1,1,1,0,1,1,1,0,1,1,1,1,0,1
"1906",0,0,1,1,0,1,1,0,1,1,1,1,1,1,0
"1907",1,0,1,1,1,0,0,0,1,0,0,0,1,0,1
"1908",1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"1909",0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
"1910",1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
"1911",1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"1912",0,0,0,1,1,0,0,1,0,1,1,1,0,1,1
"1913",1,0,0,0,0,1,1,0,1,1,1,1,1,1,1
"1914",1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
"1915",0,1,1,1,0,1,0,0,0,1,1,1,0,1,1
"1916",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"1917",1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
"1918",0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"1919",1,0,0,1,0,0,1,0,1,1,0,0,1,1,1
"1920",0,1,1,1,1,0,1,0,0,1,1,0,0,0,0
"1921",1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
"1922",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
"1923",0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
"1924",0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"1925",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
"1926",0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
"1927",1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"1928",1,0,0,0,1,1,0,1,1,1,1,1,0,0,1
"1929",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1930",1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
"1931",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1932",1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
"1933",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"1934",1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
"1935",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
"1936",1,1,0,0,0,1,0,1,0,0,0,1,1,0,1
"1937",0,1,1,1,1,0,1,0,0,1,1,0,0,0,0
"1938",0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"1939",1,1,1,1,0,1,0,1,0,1,0,1,0,0,0
"1940",1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
"1941",1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
"1942",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1943",0,1,1,1,1,1,1,0,1,0,1,1,1,0,0
"1944",1,1,1,1,0,0,1,1,1,0,0,1,1,0,1
"1945",0,0,0,0,1,0,0,1,1,1,1,1,0,0,1
"1946",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"1947",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"1948",0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
"1949",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"1950",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"1951",1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
"1952",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"1953",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"1954",1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"1955",1,0,0,0,0,1,0,0,0,0,1,1,0,1,1
"1956",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1
"1957",0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"1958",1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
"1959",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1960",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0
"1961",1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
"1962",1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1964",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"1965",1,1,0,0,0,1,1,1,1,1,1,0,1,1,0
"1966",0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
"1967",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1968",1,0,1,0,0,1,0,1,0,1,0,1,1,0,0
"1969",0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
"1970",0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
"1971",0,1,1,1,1,0,1,1,0,1,1,0,0,0,1
"1972",1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"1973",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"1974",1,0,0,1,0,0,1,1,1,0,1,0,1,0,1
"1975",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1976",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1977",0,1,0,1,0,0,1,1,0,1,0,0,0,1,1
"1978",0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
"1979",1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"1980",1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
"1981",0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"1982",1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
"1983",1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
"1984",1,0,1,0,1,0,1,1,0,0,1,1,1,1,0
"1985",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"1986",1,0,0,1,0,1,0,1,0,0,1,1,0,1,1
"1987",1,0,1,0,0,1,0,1,1,1,0,0,1,1,0
"1988",1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
"1989",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"1990",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"1991",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"1992",1,1,1,0,1,1,1,0,1,0,1,0,1,1,0
"1993",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"1994",0,1,0,1,0,0,1,1,1,1,1,1,1,1,0
"1995",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"1996",1,1,1,1,0,0,1,1,1,1,0,0,1,0,1
"1997",1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"1998",0,1,1,0,1,0,1,1,1,1,1,1,0,0,0
"1999",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"2000",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2001",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2002",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"2003",1,1,1,1,0,1,1,0,1,1,1,0,1,0,1
"2004",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"2005",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"2006",1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
"2007",1,0,0,0,1,1,1,1,0,0,0,1,0,1,1
"2008",1,0,0,0,1,0,1,0,1,0,1,1,1,1,1
"2009",1,1,1,1,1,0,1,1,1,0,1,0,1,0,1
"2010",0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"2011",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"2012",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2013",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2014",0,1,1,1,1,0,1,1,0,0,1,0,1,0,1
"2015",1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
"2016",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2017",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019",0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
"2020",0,0,0,0,0,1,0,1,0,1,1,0,0,1,1
"2021",1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
"2022",1,1,1,0,1,1,1,0,1,0,1,1,1,0,0
"2023",0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
"2024",0,1,0,0,0,0,1,1,1,1,0,0,1,0,0
"2025",0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
"2026",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"2027",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"2028",1,0,1,0,0,1,1,1,0,1,1,0,0,0,1
"2029",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"2030",0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"2031",0,1,1,0,1,1,1,1,0,1,0,1,0,1,0
"2032",0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
"2033",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
"2034",1,0,0,1,1,1,0,0,1,1,1,1,1,0,1
"2035",1,1,1,1,0,1,1,0,1,1,0,0,1,1,0
"2036",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2037",0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
"2038",1,1,1,1,1,0,0,1,0,0,1,1,0,0,1
"2039",0,1,1,1,1,0,1,1,1,0,0,0,1,1,1
"2040",0,1,1,1,1,1,1,1,0,0,0,1,0,0,1
"2041",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"2042",0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
"2043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2044",1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
"2045",1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
"2046",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"2047",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"2048",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"2049",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2050",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"2051",0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
"2052",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"2053",0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
"2054",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"2055",0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"2056",0,0,0,0,0,1,0,1,0,1,1,0,0,1,1
"2057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2058",0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"2059",0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
"2060",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2061",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"2062",1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
"2063",0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"2064",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2065",1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
"2066",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"2067",1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
"2068",0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
"2069",1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
